0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
32771	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
32785	0
21	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32798	0
33	0
34	0
35	0
36	0
37	0
38	0
32805	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
32809	0
49	0
50	0
51	0
52	0
32813	0
54	0
55	0
56	0
57	0
58	0
32827	0
60	0
61	0
62	0
65	0
66	0
67	0
68	0
69	0
71	0
72	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
32847	0
82	0
84	0
32852	0
86	0
87	0
88	0
92	0
93	0
95	0
97	0
98	0
101	0
102	0
105	0
106	0
110	0
32878	0
112	0
32881	0
32882	0
115	0
116	0
32883	0
118	0
32890	0
123	0
124	0
125	0
32893	0
32894	0
132	0
32900	0
134	0
137	0
140	0
143	0
144	0
145	0
146	0
147	0
32916	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
32922	0
163	0
164	0
165	0
166	0
167	0
32933	0
169	0
170	0
171	0
32937	0
173	0
174	0
32939	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
32951	0
188	0
189	0
190	0
191	0
192	0
193	0
32955	0
195	0
199	0
201	0
32973	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
32977	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
33011	0
244	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
33027	0
267	0
268	0
269	0
33032	0
271	0
272	0
33036	0
274	0
275	0
277	0
278	0
279	0
280	0
281	0
282	0
284	0
288	0
33056	0
33057	0
291	0
294	0
295	0
296	0
297	0
33062	0
299	0
300	0
301	0
304	0
306	0
307	0
310	0
33083	0
317	0
320	0
321	0
322	0
324	0
325	0
327	0
33095	0
329	0
335	0
336	0
341	0
342	0
343	0
344	0
349	0
351	0
352	0
353	0
354	0
355	0
33124	0
33128	0
361	0
362	0
33129	0
364	0
368	0
375	0
33146	0
379	0
381	0
33150	0
383	0
385	0
386	0
387	0
33153	0
389	0
394	0
33162	0
33163	0
33164	0
33166	0
404	0
33172	0
33175	0
33176	0
412	0
33181	0
415	0
33184	0
417	0
418	0
419	0
420	0
33188	0
424	0
427	0
428	0
431	0
433	0
436	0
437	0
33208	0
444	0
445	0
446	0
447	0
33215	0
33224	0
457	0
33227	0
33229	0
33230	0
33232	0
469	0
33239	0
33240	0
473	0
33242	0
477	0
33247	0
33248	0
33250	0
33252	0
486	0
492	0
33263	0
33264	0
500	0
505	0
33273	0
507	0
517	0
33290	0
33298	0
531	0
532	0
537	0
33306	0
539	0
33309	0
33312	0
33313	0
552	0
553	0
554	0
556	0
557	0
558	0
560	0
562	0
563	0
564	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
33337	0
574	0
33338	0
576	0
577	0
33348	0
582	0
33350	0
584	0
33351	0
33352	0
588	0
589	0
590	0
33356	0
592	0
596	0
597	0
599	0
33369	0
602	0
33373	0
33374	0
33376	0
33380	0
33386	0
620	0
621	0
622	0
623	0
624	0
625	0
626	0
627	0
628	0
629	0
630	0
33395	0
632	0
633	0
634	0
635	0
636	0
637	0
33405	0
639	0
640	0
641	0
642	0
643	0
644	0
645	0
646	0
647	0
648	0
33414	0
650	0
651	0
652	0
653	0
654	0
656	0
657	0
658	0
659	0
660	0
661	0
662	0
663	0
33427	0
666	0
667	0
668	0
669	0
674	0
676	0
677	0
678	0
679	0
680	0
681	0
33447	0
683	0
684	0
685	0
686	0
687	0
689	0
690	0
691	0
692	0
693	0
695	0
696	0
698	0
703	0
33471	0
705	0
33473	0
33474	0
33476	0
33477	0
711	0
712	0
33481	0
714	0
716	0
718	0
719	0
721	0
722	0
33491	0
724	0
725	0
727	0
728	0
729	0
730	0
33500	0
33503	0
736	0
738	0
740	0
33510	0
743	0
747	0
